minimum_distance_from_50,signals,actual_big_move_rate,big_move_rate_advantage,average_absolute_return,median_absolute_return
0.02,2818,70.5819730305181,0.5502269987720609,4.8920777843452,3.6549690843942773
0.04,2540,71.02362204724409,0.9918760154980504,4.980407923357573,3.7337986386107636
0.06,2250,71.82222222222222,1.7904761904761841,5.041651872772134,3.7613122471296556
0.08,1946,71.32579650565262,1.2940504739065801,5.017915764869715,3.745366836033054
0.1,1647,71.46326654523376,1.431520513487726,5.095071568744018,3.7502139237976184
0.12,1339,71.17251680358476,1.1407707718387172,5.209543758938314,3.7608041824411798
0.15,910,73.73626373626374,3.7045177045176985,5.686916750483548,4.150367470229344
0.2,365,78.35616438356165,8.32441835181561,6.660223435298105,5.142307024549786
