minimum_signal_score,holding_days,average_signal_score,signal_observations,signal_average_1_day_return,signal_average_5_day_return,signal_average_10_day_return,signal_median_1_day_return,signal_median_5_day_return,signal_median_10_day_return,signal_win_rate_1_day,signal_win_rate_5_day,signal_win_rate_10_day,baseline_observations,baseline_average_1_day_return,baseline_average_5_day_return,baseline_average_10_day_return,baseline_median_1_day_return,baseline_median_5_day_return,baseline_median_10_day_return,baseline_win_rate_1_day,baseline_win_rate_5_day,baseline_win_rate_10_day,excess_1_day_return,excess_5_day_return,excess_10_day_return,excess_1_day_win_rate,excess_5_day_win_rate,excess_10_day_win_rate
6,5,6.0,784,0.07472949566405836,0.12244203104603363,0.5973888175771606,0.018009343272851197,0.07730577780310499,0.8564522274077557,50.51020408163265,50.76530612244898,53.57142857142857,18368,0.05193736409393469,0.5385881525012369,1.1452023147658086,0.04512154664492174,0.3362276127263697,0.6712685033361754,50.88196864111498,52.67857142857143,53.42987804878049,0.022792131570123664,-0.4161461214552033,-0.547813497188648,-0.37176455948232956,-1.9132653061224474,0.14155052264808177
